no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,arrival_year,no_of_special_requests,room_type_reserved,market_segment_type,type_of_meal_plan,booking_status
1,0,2,0,0,13,10,18,0,0,0,120,2017,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,46,11,11,0,0,0,79,2018,1,Room_Type 1,Online,Not Selected,Canceled
3,0,2,1,0,84,8,28,0,0,0,159,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,0,2,0,188,6,15,0,0,0,130,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,3,0,19,10,6,1,1,0,90,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,67,5,27,0,0,0,140,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,273,7,17,0,0,0,109,2017,0,Room_Type 1,Online,Meal Plan 2,Canceled
2,0,2,1,0,110,7,25,0,0,0,95,2017,0,Room_Type 1,Online,Meal Plan 2,Canceled
2,0,1,2,0,32,10,23,0,0,0,75,2017,1,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,2,1,0,282,10,10,0,0,0,77,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,1,0,175,7,23,0,0,0,86,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,3,0,143,8,18,0,0,0,141,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,2,2,0,127,6,26,0,0,0,104,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,0,9,8,0,0,0,142,2017,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,1,2,0,118,6,6,0,0,0,110,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,45,11,10,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
3,0,1,1,0,69,7,25,0,0,0,138,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,5,8,24,1,0,4,0,2018,4,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
2,0,0,2,0,39,8,14,0,0,0,102,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,0,1,0,0,2,24,0,0,0,97,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,1,1,0,89,8,15,0,0,0,150,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,1,1,4,7,1,1,0,3,103,2018,1,Room_Type 4,Corporate,Meal Plan 1,Not_Canceled
1,0,1,1,0,12,7,11,0,0,0,145,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,77,5,14,0,0,0,135,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,1,1,1,0,14,10,22,0,0,0,168,2018,1,Room_Type 6,Online,Meal Plan 1,Not_Canceled
1,0,2,1,0,1,2,28,0,0,0,60,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,3,0,133,6,13,0,0,0,76,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,3,8,10,0,0,0,64,2017,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,0,0,19,9,18,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,23,10,16,0,0,0,98,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,65,9,22,0,0,0,136,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,1,11,16,0,0,0,130,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,87,6,26,0,0,0,141,2018,0,Room_Type 1,Online,Meal Plan 2,Canceled
2,0,1,1,0,159,4,9,0,0,0,70,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,0,0,386,10,23,0,0,0,115,2018,1,Room_Type 1,Online,Meal Plan 2,Canceled
2,0,2,2,0,102,7,10,0,0,0,82,2018,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,2,2,0,56,9,25,0,0,0,185,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,6,0,36,12,10,0,0,0,68,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,50,10,4,0,0,0,119,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,115,10,27,0,0,0,104,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,0,1,0,0,3,23,1,0,12,65,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,1,0,17,5,21,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,4,11,0,237,9,13,0,0,0,117,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,4,0,125,9,7,0,0,0,136,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,2,2,2,0,32,12,2,0,0,0,148,2018,0,Room_Type 6,Online,Meal Plan 1,Canceled
2,0,2,0,0,5,9,18,0,0,0,124,2018,0,Room_Type 1,Offline,Not Selected,Not_Canceled
3,0,2,1,0,9,3,20,0,0,0,186,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
3,0,1,3,0,155,12,26,0,0,0,116,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,2,0,1,0,0,5,14,0,0,0,221,2018,0,Room_Type 6,Online,Meal Plan 1,Canceled
1,0,0,3,0,11,9,15,0,0,0,65,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
1,0,0,1,0,0,2,19,0,0,0,80,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,1,1,4,0,86,3,23,0,0,0,74,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,58,3,4,0,0,0,80,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,54,4,30,0,0,0,85,2018,0,Room_Type 1,Offline,Not Selected,Not_Canceled
1,0,0,4,0,100,9,28,0,0,0,110,2018,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,1,2,0,273,5,13,0,0,0,95,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,1,0,29,3,18,0,0,0,79,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,1,0,221,8,12,0,0,0,80,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,2,0,213,10,1,0,0,0,103,2018,2,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,2,0,198,9,9,0,0,0,90,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,1,0,23,4,8,0,0,0,98,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,1,0,167,8,6,0,0,0,105,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,3,0,71,5,30,0,0,0,120,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,48,11,4,0,0,0,97,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,37,5,13,0,0,0,116,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
3,0,2,2,0,76,5,29,0,0,0,150,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,1,0,0,3,6,27,0,0,0,0,2018,0,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
2,0,1,2,0,75,12,7,0,0,0,60,2017,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,5,4,5,1,0,1,89,2018,1,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,0,0,386,10,23,0,0,0,115,2018,1,Room_Type 1,Online,Meal Plan 2,Canceled
2,0,1,1,0,180,5,2,0,0,0,100,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,2,0,224,10,2,0,0,0,65,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,2,0,24,5,29,0,0,0,105,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,2,2,0,162,10,14,0,0,0,115,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
3,0,1,1,0,25,7,2,0,0,0,187,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,0,1,0,1,8,4,0,0,0,115,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,236,9,27,0,0,0,84,2018,1,Room_Type 1,Online,Not Selected,Canceled
2,0,2,3,0,120,4,8,0,0,0,91,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,3,1,12,3,24,0,0,0,208,2018,1,Room_Type 4,Online,Meal Plan 2,Not_Canceled
2,0,2,4,0,224,9,3,0,0,0,97,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,0,4,0,33,10,21,0,0,0,79,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,0,2,0,24,5,13,0,0,0,0,2018,0,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
2,0,0,3,0,10,10,20,0,0,0,126,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,5,0,230,9,6,0,0,0,137,2018,0,Room_Type 1,Online,Meal Plan 2,Canceled
2,0,0,4,0,54,3,16,0,0,0,67,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,1,0,45,10,23,0,0,0,82,2017,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,166,8,6,0,0,0,95,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,1,0,136,8,13,0,0,0,88,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,37,3,10,0,0,0,82,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,66,5,11,0,0,0,120,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,1,1,1,4,1,1,0,3,67,2018,1,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,2,0,7,6,19,0,0,0,156,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,43,10,13,0,0,0,85,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,1,0,247,6,6,0,0,0,115,2018,1,Room_Type 1,Online,Meal Plan 2,Canceled
1,0,0,1,0,53,10,14,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,1,0,52,11,19,0,0,0,94,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,56,6,8,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,12,6,8,0,0,0,90,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,5,0,230,9,6,0,0,0,137,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,0,3,0,2,5,31,0,0,0,88,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,2,0,74,9,18,0,0,0,102,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,0,1,0,82,6,23,0,0,0,86,2018,0,Room_Type 1,Online,Not Selected,Canceled
2,0,2,2,0,147,7,1,0,0,0,104,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,6,0,166,8,18,0,0,0,100,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,3,1,28,4,11,0,0,0,156,2018,2,Room_Type 1,Online,Meal Plan 2,Not_Canceled
2,0,1,3,1,54,7,4,0,0,0,161,2018,0,Room_Type 1,Online,Meal Plan 2,Not_Canceled
2,0,1,3,1,49,12,8,0,0,0,84,2018,2,Room_Type 1,Online,Not Selected,Not_Canceled
2,1,0,1,1,1,6,18,0,0,0,168,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,0,12,27,0,0,0,58,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,1,0,4,8,8,0,0,0,95,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,0,4,0,60,12,9,0,0,0,96,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,157,8,14,0,0,0,77,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,268,4,8,0,0,0,78,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,2,2,1,0,30,6,12,0,0,0,187,2018,0,Room_Type 7,Online,Meal Plan 1,Canceled
2,0,3,7,0,217,12,5,0,0,0,47,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,3,0,143,8,25,0,0,0,100,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,179,10,19,0,0,0,86,2018,2,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,0,2,0,32,11,20,0,0,0,73,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,70,10,22,0,0,0,89,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,0,0,4,9,19,0,0,0,85,2018,0,Room_Type 1,Offline,Not Selected,Not_Canceled
2,0,2,0,0,34,2,28,0,0,0,7,2018,1,Room_Type 1,Complementary,Meal Plan 1,Not_Canceled
2,2,0,1,0,16,3,8,0,0,0,83,2018,0,Room_Type 2,Online,Meal Plan 1,Canceled
2,0,1,3,0,24,2,11,0,0,0,91,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,2,0,78,4,10,0,0,0,81,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,3,0,37,10,13,0,0,0,105,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,5,0,98,4,30,0,0,0,110,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,14,12,5,0,0,0,71,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,44,11,23,0,0,0,84,2018,2,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,1,1,0,5,4,4,0,0,0,95,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,55,4,6,0,0,0,104,2018,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,0,3,0,139,2,11,0,0,0,62,2018,1,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,2,1,0,44,4,23,0,0,0,95,2018,0,Room_Type 2,Offline,Meal Plan 1,Not_Canceled
1,0,2,1,0,18,2,28,0,0,0,145,2018,1,Room_Type 4,Online,Meal Plan 2,Not_Canceled
1,0,1,0,0,0,10,17,0,0,0,95,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
1,0,0,2,0,192,6,24,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
3,0,0,4,0,42,8,30,0,0,0,142,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,2,3,0,69,3,20,0,0,0,91,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,80,11,18,0,0,0,94,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,49,11,9,0,0,0,60,2017,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
1,0,0,3,0,143,8,25,0,0,0,90,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,41,10,21,0,0,0,160,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,1,0,154,10,30,0,0,0,104,2018,2,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,1,0,55,4,6,0,0,0,104,2018,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,0,4,0,2,8,3,0,0,0,109,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,4,0,99,4,10,0,0,0,94,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,0,2,0,14,10,14,0,0,0,95,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,1,3,0,22,12,24,0,0,0,87,2017,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,2,1,0,7,3,5,0,0,0,86,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,84,3,24,0,0,0,99,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,109,5,4,0,0,0,120,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,3,0,71,6,14,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,0,0,4,4,3,0,0,0,78,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,3,0,71,6,14,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,1,0,58,6,10,0,0,0,116,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,2,3,0,27,2,4,0,0,0,66,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,9,9,10,0,0,0,95,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,1,0,3,0,86,12,8,0,0,0,122,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,3,0,0,12,5,0,0,0,90,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,5,6,21,0,0,0,156,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,82,3,24,0,0,0,99,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,1,0,2,0,330,8,31,0,0,0,173,2018,0,Room_Type 6,Online,Meal Plan 1,Canceled
2,0,1,3,0,3,8,22,0,0,0,99,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
1,0,0,1,0,35,3,10,0,0,0,71,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,1,0,1,0,7,4,7,0,0,0,106,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,47,9,27,0,0,0,131,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,2,3,0,117,6,17,0,0,0,106,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,2,0,2,6,10,0,0,0,136,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,26,6,8,0,0,0,120,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,256,6,15,0,0,0,112,2018,1,Room_Type 1,Online,Meal Plan 2,Canceled
2,1,1,0,0,137,8,21,0,0,0,122,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,92,10,7,0,0,0,70,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,1,0,1,11,29,0,0,0,75,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,1,0,18,1,2,0,0,0,54,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,2,4,9,0,30,11,2,0,0,0,186,2018,0,Room_Type 6,Online,Meal Plan 1,Canceled
2,0,1,1,0,10,3,19,0,0,0,103,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,56,9,25,0,0,0,185,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,0,0,386,10,23,0,0,0,115,2018,1,Room_Type 1,Online,Meal Plan 2,Canceled
2,0,0,1,0,33,11,26,0,0,0,104,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
3,0,2,5,0,184,8,3,0,0,0,130,2018,3,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,232,9,5,0,0,0,100,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,0,2,0,188,6,15,0,0,0,130,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,2,0,102,10,16,0,0,0,109,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,2,2,0,45,10,7,0,0,0,140,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
1,0,0,1,0,1,2,3,0,0,0,66,2018,1,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,2,0,63,9,3,0,0,0,107,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,2,0,89,9,16,0,0,0,149,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,63,4,26,0,0,0,109,2018,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,304,11,3,0,0,0,89,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
1,0,2,1,0,1,4,9,0,0,0,115,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,51,3,16,0,0,0,86,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,1,0,20,7,30,0,0,0,118,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,48,10,11,0,0,0,140,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,96,9,13,0,0,0,130,2018,0,Room_Type 5,Online,Meal Plan 1,Canceled
2,0,1,4,0,148,12,30,0,0,0,67,2017,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,1,1,0,25,10,3,0,0,0,129,2018,1,Room_Type 1,Online,Not Selected,Canceled
2,0,2,5,0,148,6,25,0,0,0,80,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,3,0,114,8,22,0,0,0,72,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
1,0,0,2,0,257,7,1,0,0,0,80,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
2,0,2,2,0,67,9,6,0,0,0,29,2017,1,Room_Type 4,Complementary,Meal Plan 2,Not_Canceled
2,0,2,2,1,61,9,2,0,0,0,119,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,1,0,120,5,12,0,0,0,73,2018,0,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,3,0,157,12,8,0,0,0,68,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,5,0,46,8,28,0,0,0,124,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
3,0,1,4,0,84,6,15,0,0,0,170,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,245,6,17,0,0,0,75,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,3,0,27,6,29,0,0,0,125,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,1,2,0,85,6,20,0,0,0,127,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,3,0,256,10,23,0,0,0,94,2018,2,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,3,0,64,4,15,0,0,0,112,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,1,0,0,10,1,0,0,0,109,2017,1,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
1,0,0,2,0,91,9,14,1,1,2,65,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,1,3,0,127,4,28,0,0,0,90,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,73,7,14,0,0,0,85,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,4,0,36,12,28,0,0,0,169,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,1,3,0,17,12,8,0,0,0,100,2018,0,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,5,0,164,7,27,0,0,0,99,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,1,0,0,9,27,0,0,0,160,2018,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,1,0,37,10,2,0,0,0,126,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
3,0,1,2,0,191,8,1,0,0,0,97,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,2,2,4,0,33,10,17,0,0,0,95,2017,2,Room_Type 2,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,32,9,5,0,0,0,95,2017,3,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,53,7,10,0,0,0,101,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,1,0,0,8,6,19,1,0,1,0,2018,1,Room_Type 7,Complementary,Meal Plan 2,Not_Canceled
2,0,2,1,0,107,5,29,0,0,0,81,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,2,0,2,0,0,8,25,0,0,0,156,2017,1,Room_Type 6,Online,Meal Plan 1,Not_Canceled
2,0,1,1,0,1,6,11,0,0,0,136,2018,2,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,4,0,41,10,14,0,0,0,88,2017,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,2,0,86,9,9,0,0,0,100,2017,0,Room_Type 1,Corporate,Meal Plan 1,Not_Canceled
2,0,2,2,0,167,10,1,0,0,0,109,2018,1,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,0,3,0,34,6,14,0,0,0,107,2018,1,Room_Type 1,Online,Not Selected,Not_Canceled
2,0,0,2,0,122,5,12,0,0,0,105,2018,1,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,0,2,1,107,8,25,0,0,0,142,2018,0,Room_Type 4,Online,Meal Plan 1,Not_Canceled
2,0,0,3,0,35,4,5,0,0,0,131,2018,1,Room_Type 4,Online,Meal Plan 1,Not_Canceled
1,0,0,2,0,192,6,24,0,0,0,95,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,0,2,0,4,4,1,0,0,0,111,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,1,3,0,85,10,6,0,0,0,85,2018,1,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
3,0,0,4,0,137,8,24,0,0,0,131,2018,0,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,0,2,0,74,9,18,0,0,0,102,2017,0,Room_Type 1,Offline,Meal Plan 2,Not_Canceled
1,0,2,1,0,116,2,28,0,0,0,82,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
2,0,2,2,1,34,9,13,0,0,0,95,2017,2,Room_Type 1,Online,Meal Plan 1,Not_Canceled
2,0,2,1,0,56,8,28,0,0,0,110,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
2,0,2,4,0,149,7,10,0,0,0,72,2018,0,Room_Type 1,Online,Meal Plan 1,Canceled
3,0,1,1,0,52,10,17,0,0,0,158,2018,1,Room_Type 4,Online,Meal Plan 1,Canceled
2,0,1,4,0,191,3,30,0,0,0,69,2018,0,Room_Type 4,Offline,Meal Plan 1,Not_Canceled
2,0,0,3,0,37,10,13,0,0,0,105,2018,0,Room_Type 1,Offline,Meal Plan 1,Not_Canceled
